match_id,secuencia_rival_id,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20,traj_21,traj_22,traj_23,traj_24,traj_25,traj_26,traj_27,traj_28,traj_29,traj_30,traj_31,traj_32,traj_33,traj_34,traj_35,traj_36,traj_37,traj_38,traj_39
199542,1,50.9311704,31.2521216,46.4751846568421,31.33686999578948,39.6513468631579,31.484579031578946,34.256431578947364,31.435115789473684,34.11577894736842,31.266694736842105,33.970294736842106,31.09254736842105,35.96036842105263,33.149642105263155,41.48125263157895,38.88471578947368,46.65748421052631,44.27048421052632,52.13005263157895,49.964463157894734,57.5033052631579,55.55974736842105,60.99761052631579,59.67056842105263,59.35165263157894,59.87368421052632,57.71696842105263,59.98955789473684,54.19796842105264,59.43208421052632,47.8728947368421,57.72294736842105,42.86506665842476,58.390117630199775,43.76613018699524,61.58055425634148,45.86081931097779,59.824868935417534,45.92923116,55.9985261824
199542,2,75.82679999999999,32.9728,75.67111578947369,31.3792,75.57716842105263,29.025010526315796,75.7580842105263,24.263747368421058,75.93953684210527,19.48362105263158,76.13172631578948,14.609178947368424,76.31210526315789,9.942568421052632,76.49838947368421,4.9923368421052645,76.03187368421054,2.7166315789473687,74.87175789473685,2.6826105263157896,73.79324210526316,2.651284210526316,72.62292631578947,2.616252631578948,71.54441052631579,2.5812210526315797,68.73618947368423,2.696084210526315,63.5680105263158,3.032926315789473,58.16952631578948,3.38458947368421,52.88109473684212,3.729515789473684,47.61306315789475,4.073094736842105,42.19364210526317,4.426105263157893,37.046400000000006,4.7616
199542,3,17.4114,6.0416,10.636452631578948,7.363368421052631,8.723147368421053,16.340210526315786,6.163628693968053,29.7002959306086,7.643771038560619,31.24681467310861,13.925331380715788,45.15223969684211,15.115748488421051,44.82215747368421,16.51839911496468,43.16801087202493,17.729182181052632,38.74448501894738,16.44752457807314,24.34990589212248,17.183908420513838,20.007488321130104,16.065288942948666,28.93104266452063,17.328872981052633,35.169867755789475,19.36729427603468,38.09373083279811,21.321856910971185,46.71342872942306,22.87242807126316,51.34285740126316,29.68855983093708,60.415599658483366,32.312991221052634,62.73753184673684,33.56991950526316,62.60838901894736,34.936326,63.78584704
199542,4,39.22810044,42.92925568,36.66363157894737,40.105094736842105,33.27989318720365,36.46522623421093,27.77318845149825,31.589135634403167,25.635629065964125,28.53030111733755,23.608028305263154,25.91431444210526,23.59019467894737,25.40647090526316,23.66141005894737,25.13269504,23.737619842105268,24.97760505263158,25.657294736842104,21.894736842105264,28.86492631578947,16.12766315789474,31.98612631578948,10.520589473684204,35.32421052631579,4.5093052631578985,36.22288421052632,2.715284210526314,35.77354736842105,3.2128,35.311863157894734,3.7237894736842105,34.88614736842105,4.202442105263158,34.71113684210526,5.639073684210522,35.25173684210526,9.009852631578948,35.812200000000004,12.4288
199542,5,23.6680698,27.5124096,24.23211042,28.13629352421053,24.88987824947368,28.862978762105264,25.563336309473684,29.658943461052637,26.498883315789477,30.481242947368425,27.874452631578947,30.92682105263158,28.722663157894736,31.600505263157896,29.615968421052628,32.31427368421053,30.541484210526317,33.05667368421052,31.389694736842102,33.73035789473684,32.23253684210526,34.40404210526316,33.15268421052632,35.14071578947369,34.05672631578948,35.86021052631579,34.89795789473684,36.5338947368421,35.74294736842105,37.20757894736842,36.695842105263154,37.96715789473684,37.56337894736842,38.66374736842105,38.409978947368415,39.33743157894737,39.17073616377248,40.663036629410335,40.26551559972522,41.14655638925754
199542,6,42.240189,41.9738944,42.442149,42.26876597894736,42.644109,42.56363755789474,42.84606900000001,42.8585091368421,43.47736713157895,43.40463141052632,44.194532889473685,44.0010038231579,44.91169864736842,44.59737623578948,45.700628384210525,45.242316025263165,46.52544011052632,45.9115395031579,47.35025183684211,46.58076298105263,48.166100178947374,47.24317864421052,48.972985136842105,47.89878649263158,49.77987009473684,48.55439434105263,50.35616472631579,48.95768259368421,50.47127870526316,48.85633165473684,50.58639268421053,48.75498071578947,50.73608305263159,48.7996099368421,51.05865536842106,49.57413995789474,51.38122768421053,50.34866997894736,51.7038,51.1232
199542,7,46.8702954,61.56183296,47.11380697894737,61.75848138105263,48.63550648736842,61.302936643368426,50.619913588421056,60.561594570105264,51.985828657894736,60.011582989473695,53.3354806863158,59.43172467873684,54.68504000210527,58.82258008926316,56.54120261052632,58.07870437052632,60.251725326315785,56.91503804631579,62.26348421052632,56.19098947368421,63.99211578947369,55.54256842105263,65.72074736842106,54.89650526315789,67.44937894736842,54.25044210526316,69.40831578947368,53.51915789473684,71.30444210526315,52.809094736842106,73.09149436106293,52.03849362071833,75.63801541594387,49.710204310774905,77.46168486266437,49.01962373862021,79.08157817326165,48.91353345804151,80.85512759671268,48.68037541109169
199542,8,77.36414400000001,63.78584704,77.36414400000001,63.78584704,77.36414400000001,63.78584704,77.36414400000001,63.78584704,77.36414400000001,63.78584704,77.36414400000001,63.78584704,79.20705466051797,61.97179183837645,82.40109268797535,57.54263041698093,75.23988196702847,62.52229918033825,72.1376319903749,59.733465720512136,75.22791548210526,59.28640327410527,71.34016626315791,62.30802795789474,69.97439377894737,60.33316365473685,69.42012631578947,58.13254736842106,68.78026917770617,56.28649329484891,69.12176670631578,61.85400155284211,73.4213704922005,62.25977341811231,79.7693341705263,58.49125049600002,89.27946404210525,51.3562364631579,91.92870928611808,48.58196488320905
199542,9,43.215564,39.9396224,36.18005709473684,38.6793900463158,28.25077894736842,36.57094736842105,18.01311714917277,34.66142341831818,11.50696089473684,32.52446787368421,10.61121702631579,32.390227200000005,10.540357894736845,32.2842947368421,10.263884210526315,32.26341052631579,9.908136489571485,32.291112818236144,9.588500523777922,32.37952693935187,11.852026057394834,25.932965466882617,14.916156112421053,19.784200555789468,15.03862070526316,19.58674236631579,15.905021052631575,19.626105263157893,15.807193274983604,19.769347215995197,16.73135075368421,17.569931048421047,15.981961263157894,8.903641263157892,15.242557894736844,4.599578947368423,19.95281052631579,3.856168421052632,30.8448,3.4048
199542,10,25.1625534,27.128870400000004,23.652289380000003,27.75313643789473,21.43810967052632,28.039331233684216,19.10368994526316,28.34146304,14.516235314009007,29.327637468099763,11.262740649882678,29.380842504810158,9.783301164339534,28.997238156219662,7.681545110526315,29.03758349473684,8.918507028947362,28.700164378947367,13.9015422868421,29.003454989473685,18.53266962631579,29.325060715789476,22.727873794736844,29.70015191578948,31.623355799999995,30.44480404210526,38.24033684210524,30.95646315789473,43.6356,31.37010526315789,47.39027368421053,31.945094736842105,44.93368421052633,33.22576842105263,39.7059157894737,34.7738947368421,34.80776842105264,36.22433684210526,29.9166,37.6768
199542,11,31.745235599999997,59.13733376,31.628203913684214,59.46649399242106,31.98164475789474,59.42804399157895,32.21911578947369,59.4944,32.51062105263158,59.4944,32.80212631578947,59.4944,33.92335081143207,59.66619002005156,33.3492564631579,59.50387563789474,23.178406401899625,54.69804866672248,16.095055642105265,52.18027418947368,13.402495674074334,50.91378159731737,10.76360043210945,49.457293667795895,9.296759625473683,43.649544151578944,8.495330712000001,36.3060063663158,8.533293629162834,23.76407697619135,8.750929860000001,18.75996752842105,10.295525415789474,17.129504336842107,13.307242105263157,16.606652631578946,16.282421052631577,16.837726315789475,18.4314,17.0048
199542,12,27.4686,21.5424,21.395056354354363,28.31407320252118,18.890225526315785,31.199041347368414,19.148227815789475,31.91416205473684,19.365251405962745,33.03382440568308,20.18943318425964,33.8000996352358,20.79431696842105,34.844585802105264,20.086948042105263,40.09716722526316,19.76437894736842,46.73818947368421,18.98381052631579,48.43688421052632,19.628557894736844,50.51520000000001,25.60278829307212,56.68822758558331,29.240179432330795,61.05310812531632,32.29197567789473,62.32120615747369,38.48229848898801,60.76066268205133,42.7742706631579,61.583752522105264,41.44117989157896,62.00459977094737,39.78169266315789,62.52986418526316,38.97044210526315,62.71258947368421,39.8412,62.2016
